link,lat,lon,location_flag
https://precondo.ca/101-spadina-condos/,43.6464526,-79.3950028,1
https://precondo.ca/allure-condos/,43.6516443,-79.3672536,1
https://precondo.ca/the-pj-condos/,43.64774,-79.38994,1
https://precondo.ca/625-sheppard-avenue-east-condos/,43.76795,-79.38061,1
https://precondo.ca/65-broadway-avenue-condos/,43.7097708,-79.395168,1
https://precondo.ca/the-one-condos/,43.6702,-79.3865,1
https://precondo.ca/the-dale-condos/,43.6739242,-79.3733513,1
https://precondo.ca/the-residences-of-33-yorkville/,43.671477,-79.3895077,1
https://precondo.ca/eight-forty-condos/,43.6806382,-79.4318388,1
https://precondo.ca/fifty-seven-brock-condos/,43.6437869,-79.4329254,1
https://precondo.ca/monza-condos/,43.6798882,-79.4329297,1
https://precondo.ca/1184-wilson-avenue-condos/,43.72575,-79.4878,1
https://precondo.ca/akra-living-condos/,43.71165,-79.3948,1
https://precondo.ca/162-queens-quay-condos/,43.6447338,-79.367818,1
https://precondo.ca/500-dupont-street-condos/,43.6733293,-79.4159156,1
https://precondo.ca/house-of-assembly-condos/,43.6546,-79.44596,1
https://precondo.ca/lily-at-crosstown-condos/,43.7202794,-79.340951,1
https://precondo.ca/terrasse-condos/,43.685003,-79.2753517,1
https://precondo.ca/central-condos/,43.6479877,-79.391839,1
https://precondo.ca/357-king-west-condos/,43.6457912,-79.3925144,1
https://precondo.ca/1001-broadview-residences/,43.6842059,-79.3568252,1
https://precondo.ca/keewatin-towns/,43.7137788,-79.3935776,1
https://precondo.ca/westbend-residences/,43.65561,-79.45741,1
https://precondo.ca/xo-condos/,43.6386112,-79.4276199,1
https://precondo.ca/the-whitfield-condos/,43.65084,-79.36774,1
https://precondo.ca/alias-condos/,43.65196,-79.37559,1
https://precondo.ca/plaza-on-yonge-condos/,43.78584,-79.41711,1
https://precondo.ca/2450-kingston-rd-condos/,43.67805,-79.30148,1
https://precondo.ca/the-frederick-condos/,43.71352,-79.36039,1
https://precondo.ca/south-forest-hill-residences/,43.6873179,-79.4135228,1
https://precondo.ca/north-core-condos/,43.7606899,-79.41376,1
https://precondo.ca/the-towns-of-lambton-mills/,43.6660798,-79.4992394,1
https://precondo.ca/concord-canada-house/,43.6410858,-79.3928003,1
https://precondo.ca/plaza-midtown-condos-1-and-2/,43.7057521,-79.3962946,1
https://precondo.ca/the-lofthouse-condos/,43.667343069076,-79.345040544458,1
https://precondo.ca/capitol-theatre-condos/,43.7121503,-79.399721,1
https://precondo.ca/481-university-avenue-condos/,43.6552395,-79.3879075,1
https://precondo.ca/elektra-condos/,43.6579966,-79.3729499,1
https://precondo.ca/the-bread-company-condos/,43.6567515,-79.3921081,1
https://precondo.ca/88-queen-condos/,43.6542131,-79.3750599,1
https://precondo.ca/garden-district-condos/,43.6551128,-79.374632,1
https://precondo.ca/the-well-condos/,43.6423498,-79.3962044,1
https://precondo.ca/bungalow-on-mercer-condos/,43.645772017828,-79.391002261346,1
https://precondo.ca/plaza-theatre-district-condos/,43.6467602,-79.3918082,1
https://precondo.ca/28-eastern-condos/,43.6531601,-79.360174,1
https://precondo.ca/canary-commons-condos/,43.6528783,-79.3551974,1
https://precondo.ca/no-31-condos/,43.6488295,-79.3613192,1
https://precondo.ca/warehouse-lofts/,43.6561883,-79.3645002,1
https://precondo.ca/river-and-fifth-condos/,43.6605426,-79.356259,1
https://precondo.ca/home-power-adelaide-condos/,43.654313626682,-79.363026157672,1
https://precondo.ca/763-queen-street-east-condos/,43.65909,-79.34768,1
https://precondo.ca/489-king-west-condos/,43.6445053,-79.398598,1
https://precondo.ca/123-portland-condos/,43.6460745,-79.400506,1
https://precondo.ca/encore-theatre-district-condos/,43.6474144,-79.3917184,1
https://precondo.ca/elevate-at-logan/,43.6667299,-79.3452198,1
https://precondo.ca/uovo-boutique-residences/,43.7029672,-79.3979073,1
https://precondo.ca/the-vic-towns/,43.7321903,-79.3064268,1
https://precondo.ca/upper-east-village-condos/,43.7135214,-79.3603722,1
https://precondo.ca/saisons-condos/,43.7688858,-79.3747029,1
https://precondo.ca/yonge-and-finch-condos/,43.7853716,-79.4177711,1
https://precondo.ca/the-keeley-condos/,43.7398638,-79.4855234,1
https://precondo.ca/auberge-2-park/,43.7192817,-79.3487413,1
https://precondo.ca/the-addington-condos/,43.7587055,-79.4242686,1
https://precondo.ca/six99-condos/,43.76838,-79.3778,1
https://precondo.ca/aqualuna/,43.645308,-79.3619955,1
https://precondo.ca/aquabella-condos/,43.645155851162,-79.36542284967,1
https://precondo.ca/the-junction-house/,43.6650311,-79.4597092,1
https://precondo.ca/untitled-toronto-condos/,43.7112206,-79.3932324,1
https://precondo.ca/the-winslow-condos/,43.718674,-79.4005599,1
https://precondo.ca/one-delisle-condos/,43.6890537,-79.3946919,1
https://precondo.ca/avenue-park-condos/,43.725149641316,-79.417226314545,1
https://precondo.ca/express-condos/,43.733046954263,-79.446709864554,1
https://precondo.ca/50-scollard-condos/,43.6724243,-79.3900373,1
https://precondo.ca/89-avenue-road-condos/,43.6723394,-79.3953266,1
https://precondo.ca/321-davenport-condos/,43.6745229,-79.4010676,1
https://precondo.ca/55c-condos/,43.6688248,-79.3835558,1
https://precondo.ca/bianca-condos/,43.6737191,-79.4122389,1
https://precondo.ca/q1-condos/,44.09076,-79.13602,1
https://precondo.ca/wyldwood-trail-townhomes/,44.111252,-79.1123128,1
https://precondo.ca/sxsw-condos/,43.7656781,-79.5789612,1
https://precondo.ca/elegance-luxury-residences/,43.77932,-79.59648,1
https://precondo.ca/copperwood-homes/,43.8591671,-79.643814,1
https://precondo.ca/condo-260/,43.81157,-79.61543,1
https://precondo.ca/bravo-condos/,43.7939927,-79.5245469,1
https://precondo.ca/charisma-condos/,43.8249794,-79.5313128,1
https://precondo.ca/cg-tower/,43.7949345,-79.5217285,1
https://precondo.ca/park-place-condos/,43.7940086,-79.5279386,1
https://precondo.ca/go-2-condominiums/,43.86055,-79.50338,1
https://precondo.ca/moda-condos/,43.456364,-80.5431798,1
https://precondo.ca/strata-condos/,43.46749,-80.52252,1
https://precondo.ca/louie-condos/,43.47856,-80.53495,1
https://precondo.ca/livsmart-condos/,43.47505,-80.5345,1
https://precondo.ca/framework-condos/,43.47589,-80.53291,1
https://precondo.ca/the-isabella-residences/,43.46636,-80.52365,1
https://precondo.ca/brooklin-towns-in-whitby/,43.953236,-78.9624085,1
https://precondo.ca/the-attersley-homes/,43.9238357,-78.9502349,1
https://precondo.ca/vogue-at-queens-commons-homes/,43.8893306,-78.9830635,1
https://precondo.ca/new-towns-in-whitby-meadow/,43.9015238,-78.9838956,1
https://precondo.ca/the-trails-of-country-lane-townhouse/,43.9145997,-78.9770545,1
https://precondo.ca/harbour-ten10-condominiums/,43.88383,-78.92545,1
https://precondo.ca/station-no-3-condos/,43.87895,-78.94093,1
